0.00390625,36.092
0.0078125,36.043
0.01171875,35.967
0.015625,35.871
0.01953125,35.758
0.0234375,35.632
0.02734375,35.499
0.03125,35.362
0.03515625,35.224
0.0390625,35.09
0.04296875,34.962
0.046875,34.84
0.05078125,34.726
0.0546875,34.622
0.05859375,34.527
0.0625,34.442
0.06640625,34.366
0.0703125,34.3
0.07421875,34.244
0.078125,34.197
0.08203125,34.159
0.0859375,34.13
0.08984375,34.111
0.09375,34.1
0.09765625,34.098
0.1015625,34.103
0.10546875,34.116
0.109375,34.135
0.11328125,34.159
0.1171875,34.188
0.12109375,34.22
0.125,34.253
0.12890625,34.287
0.1328125,34.322
0.13671875,34.355
0.140625,34.387
0.14453125,34.417
0.1484375,34.446
0.15234375,34.473
0.15625,34.499
0.16015625,34.523
0.1640625,34.546
0.16796875,34.568
0.171875,34.59
0.17578125,34.612
0.1796875,34.634
0.18359375,34.656
0.1875,34.679
0.19140625,34.703
0.1953125,34.727
0.19921875,34.753
0.203125,34.779
0.20703125,34.808
0.2109375,34.839
0.21484375,34.875
0.21875,34.916
0.22265625,34.966
0.2265625,35.028
0.23046875,35.103
0.234375,35.195
0.23828125,35.306
0.2421875,35.436
0.24609375,35.586
0.25,35.754
0.25390625,35.939
0.2578125,36.138
0.26171875,36.346
0.265625,36.56
0.26953125,36.775
0.2734375,36.986
0.27734375,37.188
0.28125,37.378
0.28515625,37.551
0.2890625,37.705
0.29296875,37.838
0.296875,37.946
0.30078125,38.031
0.3046875,38.091
0.30859375,38.128
0.3125,38.142
0.31640625,38.134
0.3203125,38.108
0.32421875,38.066
0.328125,38.012
0.33203125,37.948
0.3359375,37.879
0.33984375,37.806
0.34375,37.734
0.34765625,37.664
0.3515625,37.598
0.35546875,37.538
0.359375,37.485
0.36328125,37.438
0.3671875,37.4
0.37109375,37.37
0.375,37.348
0.37890625,37.335
0.3828125,37.331
0.38671875,37.335
0.390625,37.346
0.39453125,37.364
0.3984375,37.386
0.40234375,37.411
0.40625,37.435
0.41015625,37.458
0.4140625,37.479
0.41796875,37.497
0.421875,37.511
0.42578125,37.521
0.4296875,37.526
0.43359375,37.524
0.4375,37.516
0.44140625,37.5
0.4453125,37.477
0.44921875,37.444
0.453125,37.404
0.45703125,37.355
0.4609375,37.299
0.46484375,37.237
0.46875,37.17
0.47265625,37.101
0.4765625,37.03
0.48046875,36.96
0.484375,36.892
0.48828125,36.827
0.4921875,36.767
0.49609375,36.713
0.5,36.666
0.50390625,36.625
0.5078125,36.592
0.51171875,36.567
0.515625,36.549
0.51953125,36.538
0.5234375,36.533
0.52734375,36.535
0.53125,36.541
0.53515625,36.552
0.5390625,36.566
0.54296875,36.581
0.546875,36.597
0.55078125,36.613
0.5546875,36.626
0.55859375,36.638
0.5625,36.646
0.56640625,36.651
0.5703125,36.653
0.57421875,36.651
0.578125,36.645
0.58203125,36.635
0.5859375,36.623
0.58984375,36.607
0.59375,36.589
0.59765625,36.568
0.6015625,36.544
0.60546875,36.517
0.609375,36.488
0.61328125,36.455
0.6171875,36.418
0.62109375,36.378
0.625,36.334
0.62890625,36.288
0.6328125,36.237
0.63671875,36.185
0.640625,36.13
0.64453125,36.073
0.6484375,36.016
0.65234375,35.958
0.65625,35.902
0.66015625,35.847
0.6640625,35.794
0.66796875,35.744
0.671875,35.697
0.67578125,35.654
0.6796875,35.614
0.68359375,35.578
0.6875,35.543
0.69140625,35.509
0.6953125,35.477
0.69921875,35.447
0.703125,35.417
0.70703125,35.389
0.7109375,35.362
0.71484375,35.336
0.71875,35.31
0.72265625,35.285
0.7265625,35.26
0.73046875,35.235
0.734375,35.21
0.73828125,35.184
0.7421875,35.158
0.74609375,35.132
0.75,35.105
0.75390625,35.078
0.7578125,35.05
0.76171875,35.022
0.765625,34.994
0.76953125,34.967
0.7734375,34.941
0.77734375,34.916
0.78125,34.893
0.78515625,34.87
0.7890625,34.849
0.79296875,34.828
0.796875,34.809
0.80078125,34.79
0.8046875,34.773
0.80859375,34.755
0.8125,34.738
0.81640625,34.721
0.8203125,34.704
0.82421875,34.686
0.828125,34.668
0.83203125,34.651
0.8359375,34.634
0.83984375,34.618
0.84375,34.604
0.84765625,34.593
0.8515625,34.585
0.85546875,34.58
0.859375,34.579
0.86328125,34.582
0.8671875,34.589
0.87109375,34.599
0.875,34.613
0.87890625,34.629
